,G,AB,SO,SF,HBP,IBB,SH,BB,H,SB,RBI,HR,2B,3B,RunRating
lugoju01,1352,4758,876,40,37,4,64,439,1279,198,475,80,238,34,3
lukoned01,213,606,72,0,2,0,4,60,143,4,70,23,17,9,0
lumleha01,730,2653,6,0,9,0,97,204,728,110,305,38,109,66,2
lummi01,1517,3554,506,33,28,54,18,366,877,13,431,90,128,20,2
lumpeje01,1371,4912,411,36,8,21,57,428,1314,20,454,47,190,52,3
lunahe01,339,794,159,7,8,1,3,55,208,23,96,15,41,6,1
lunddo01,281,753,113,1,5,0,12,65,181,5,86,15,36,8,0
lundgca01,183,460,0,0,1,0,27,36,72,4,26,0,8,3,0
lupieto01,614,2358,111,0,3,0,43,241,632,57,230,18,92,30,1
luploal01,481,1243,213,8,13,6,6,127,292,8,125,33,34,6,1
luquedo01,559,1043,114,0,11,0,65,70,237,7,90,5,31,10,0
lushbi01,489,1722,50,0,8,0,75,291,429,84,152,8,49,35,1
lushjo01,369,993,11,0,8,0,12,69,252,28,94,2,40,11,1
lutzkru01,572,1876,196,0,14,0,101,179,468,23,223,4,87,18,1
luzingr01,1821,6505,1495,79,84,95,1,845,1795,37,1128,307,344,24,4
lynchja01,226,792,8,0,2,0,0,51,137,7,28,0,20,5,0
lynchje01,1184,2879,416,25,9,29,8,224,798,12,470,115,123,34,2
lynnfr01,1969,6925,1116,86,30,77,25,857,1960,72,1111,306,388,43,4
lyonsba01,253,628,92,8,5,3,5,29,150,0,89,15,26,2,0
lyonsde01,1121,4294,213,0,82,0,13,621,1333,224,755,62,244,69,4
lyonsha01,407,1713,35,0,5,0,0,97,401,120,198,7,31,21,1
lyonsst01,853,2162,364,20,5,9,45,156,545,42,196,19,100,17,1
lyonste01,705,1563,201,0,7,0,83,73,364,0,149,5,49,9,1
lyttlji01,391,710,139,8,1,14,8,61,176,4,70,9,37,5,0
maaske01,406,1248,310,10,8,21,0,182,287,10,169,65,43,1,1
mabryjo01,1322,3409,717,29,22,43,21,284,898,7,446,96,183,6,2
macfada01,470,910,309,0,1,0,55,41,129,1,47,1,22,4,0
macfami01,1164,3602,700,39,97,17,10,295,906,12,514,129,221,17,2
machama01,451,1818,330,10,9,4,14,128,511,30,215,68,103,7,1
macharo01,253,636,135,2,2,7,9,45,146,0,61,11,36,2,0
maciajo01,659,1646,243,12,10,1,28,93,422,43,173,26,77,17,1
mackape01,548,1570,290,9,6,10,25,76,355,27,141,30,63,12,1
mackco01,723,2695,127,0,64,0,3,169,659,127,265,5,79,28,2
mackde01,373,1505,40,0,0,0,0,93,343,31,103,1,42,10,2
mackife01,223,672,88,0,3,0,13,63,174,10,55,2,32,12,0
mackoro01,856,2328,586,18,35,22,10,227,603,49,286,64,111,18,2
mackra01,791,2707,365,0,6,0,42,261,629,35,278,34,113,24,1
mackre01,550,2062,69,0,36,0,0,275,524,83,262,6,87,36,2
macksh01,923,2857,509,20,51,6,34,256,853,90,398,80,155,28,2
maconma01,226,502,32,0,0,0,6,16,133,9,46,3,17,4,0
maculji01,449,1541,27,0,14,0,0,155,319,23,91,7,47,19,1
maddeki01,133,433,43,0,7,0,0,28,106,16,49,2,7,5,0
maddoel01,1029,2843,358,24,34,21,30,409,742,60,234,18,121,16,2
maddoga01,1749,6331,781,60,36,60,25,323,1802,248,754,117,337,62,4
maddugr01,759,1591,419,2,5,0,180,34,272,11,84,5,35,2,1
madjeed01,166,481,61,0,1,0,5,21,116,2,56,5,19,2,0
madlobi01,1806,6594,510,69,68,121,36,605,2008,174,860,163,348,34,4
magadda01,1582,4159,546,50,12,46,24,718,1197,11,495,42,218,13,3
mageele01,1015,3741,208,0,9,0,194,265,1031,186,277,12,133,54,2
mageesh01,2087,7441,359,0,109,0,260,736,2169,441,1176,83,425,166,4
mageewe01,386,1086,204,9,2,2,2,69,268,7,122,24,52,8,1
maglisa01,304,563,180,2,3,0,57,20,76,1,29,2,5,1,0
magooge01,522,1834,0,0,28,0,48,194,439,47,201,2,62,16,1
magruch01,270,540,120,4,10,5,7,34,119,5,56,11,32,3,0
maguifr01,618,2120,131,0,13,0,115,82,545,23,163,1,90,22,1
mahanar01,146,544,37,0,1,0,6,40,133,4,39,2,24,5,0
mahleri01,394,581,117,2,2,0,66,20,104,0,37,1,17,0,0
maholpa01,273,478,252,0,0,0,35,24,52,0,18,2,4,0,0
maierbo01,132,486,32,0,0,0,5,38,128,7,34,1,25,7,0
maiermi01,360,977,222,7,7,4,14,112,242,15,93,10,36,14,1
maisefr01,592,2111,177,0,7,0,71,260,510,194,148,6,56,24,1
maisege01,168,500,24,0,3,0,26,20,141,18,50,0,10,3,0
majesha01,1069,3421,260,1,27,1,42,299,956,10,501,57,181,27,2
maldoca01,1410,4106,864,41,41,32,11,391,1042,34,618,146,227,17,2
maldoma01,279,757,207,2,9,5,9,64,167,1,90,20,28,1,0
malkmbo01,268,572,90,4,2,1,9,38,123,3,46,8,15,5,0
mallole01,383,1300,117,0,3,0,33,100,368,4,119,8,65,5,1
malonbi01,696,2476,0,0,40,0,84,162,585,155,177,6,54,42,1
malonfe01,220,1052,19,0,0,0,0,32,288,17,160,1,32,7,1
malonji01,321,628,139,3,1,0,31,33,126,2,53,7,21,4,0
malonpa02,357,688,149,0,0,0,40,24,129,0,61,9,11,0,0
malzofr01,1441,5428,434,55,17,26,31,337,1486,14,728,133,239,21,3
mamaual01,254,422,90,0,2,0,15,27,77,0,29,1,12,2,0
mancufr01,337,1002,118,0,6,0,8,101,241,2,98,5,37,7,0
mancugu01,1460,4505,264,0,5,0,97,418,1194,8,543,53,197,16,2
manguan01,450,1241,187,7,2,5,9,59,304,5,125,22,44,8,1
mangupe01,319,972,238,12,6,3,16,147,235,64,83,16,35,6,1
maniocl01,477,1145,102,0,3,0,35,118,250,5,112,3,25,3,0
mankoph01,269,739,103,8,4,11,10,55,195,3,64,8,23,4,0
mannfr01,577,2277,15,0,43,0,0,163,597,67,181,12,104,68,2
mannija01,834,3510,195,0,3,0,0,181,924,30,361,14,172,37,3
manniji01,364,1384,168,0,14,0,0,107,298,68,149,8,39,25,1
manniri01,1555,5248,616,43,9,33,61,471,1349,168,458,56,189,43,3
manniti01,200,730,24,0,10,0,0,56,138,0,24,2,28,6,0
mannle01,1498,4716,464,0,28,0,133,324,1332,129,503,44,203,106,3
manrifr01,498,1337,239,9,9,3,39,65,340,18,151,20,59,11,1
mansemi01,371,1471,82,0,4,0,0,61,352,0,25,9,43,42,1
manseto01,191,767,22,0,6,0,0,39,199,0,74,0,23,11,1
mantife01,969,2707,352,20,26,13,18,256,707,27,330,89,97,10,2
mantlmi01,2401,8102,1710,47,13,126,14,1733,2415,153,1509,536,344,72,4
mantoje01,289,713,182,1,9,1,2,97,164,3,97,31,35,2,0
manushe01,2008,7654,345,0,70,0,186,506,2524,114,1183,110,491,160,4
manwaki01,1008,2982,505,19,50,28,42,243,733,10,278,21,111,20,1
mapescl01,459,1193,213,0,4,0,17,168,289,8,172,38,55,13,1
maranra01,2670,10078,756,0,39,0,300,839,2605,291,884,28,380,177,4
marbefi01,551,668,111,0,6,0,34,22,128,2,65,1,21,3,0
marchph01,185,405,110,0,1,0,36,27,58,0,26,1,7,1,0
marcujo01,299,533,32,0,0,0,11,36,141,0,70,5,18,1,0
maricju01,475,1221,269,7,2,0,71,38,202,2,75,4,29,2,0
marioma01,1572,5506,537,0,14,0,151,470,1448,35,624,36,272,37,3
marisja01,238,669,199,8,9,3,9,32,155,38,60,13,25,5,0
marisro01,1463,5101,733,43,38,42,12,652,1325,21,851,275,195,42,4
markani01,1521,5943,857,46,36,51,4,623,1728,63,711,144,354,17,4
marquja01,448,663,167,1,2,0,42,13,130,1,57,5,35,2,0
marquru01,536,1107,191,0,7,0,48,33,198,6,64,1,17,3,0
marreel01,724,1906,372,26,8,25,18,168,463,56,261,66,99,12,1
marriwi01,265,826,55,0,4,0,24,57,220,16,95,4,27,14,0
marrle01,363,1445,80,0,15,0,0,166,417,92,186,2,54,35,1
marsaar01,655,2273,117,0,16,0,82,173,612,171,221,2,67,19,1
marshda01,490,1049,239,11,10,9,8,133,258,13,114,16,41,4,1
marshdo01,261,756,0,0,7,0,9,34,159,15,54,2,23,8,0
marshdo02,219,658,28,0,2,0,15,28,170,2,61,0,21,6,0
marshfr01,465,1236,171,1,2,1,14,125,296,13,96,10,43,8,1
marshji01,410,852,139,8,1,3,1,101,206,5,106,29,24,7,1
marshma01,329,1267,100,0,3,0,25,89,311,15,105,15,41,16,1
marshmi02,1035,3593,810,28,37,33,3,247,971,26,530,148,173,8,2
marshwi01,1246,4233,219,2,13,1,29,458,1160,14,604,130,163,39,3
marsolo01,261,768,190,5,5,0,6,98,168,16,60,5,39,4,0
martean01,308,854,180,7,4,1,8,67,186,1,99,21,45,6,0
martest01,470,1751,442,8,63,5,11,93,496,113,189,49,88,24,1
martial03,1232,4242,879,27,24,43,5,390,1172,173,485,132,220,48,3
martibi02,1021,3419,355,23,32,8,55,188,877,34,333,64,137,28,2
martibu01,1049,2743,419,35,8,5,56,230,618,5,321,58,128,10,1
martica01,1003,2906,528,28,11,25,7,404,713,10,424,108,134,7,2
martica02,465,1485,209,13,5,11,9,74,383,10,161,25,63,6,1
martich01,158,429,102,5,2,6,0,46,111,1,58,18,22,2,0
martida01,1919,5795,893,37,28,47,53,567,1599,183,580,91,238,72,4
martide01,695,520,168,2,2,0,65,15,74,1,33,0,12,0,0
martied01,2055,7213,1202,77,89,113,10,1283,2247,49,1261,309,514,15,4
martife01,239,641,143,3,14,0,20,53,137,18,39,3,26,7,0
martihe01,607,2257,207,0,7,0,30,253,643,33,215,28,135,29,2
martija01,187,608,36,0,7,0,24,70,144,20,43,0,13,4,0
martijc01,908,2189,299,17,17,53,22,201,487,9,230,32,82,12,1
martijd02,533,1936,530,17,11,13,0,146,533,11,304,85,107,8,1
martije01,1018,2652,574,23,16,20,6,207,666,38,345,85,130,17,2
martile01,429,1332,300,7,12,4,23,87,339,84,120,20,52,15,1
martima01,436,945,107,4,3,6,16,70,230,7,57,0,19,11,0
martima02,232,564,111,5,3,0,10,30,138,23,53,8,25,12,0
martimi02,204,433,93,2,0,3,9,28,81,4,38,5,11,2,0
martino01,354,880,123,8,3,0,12,35,245,23,89,7,32,6,1
martipe01,1189,4117,438,0,13,0,22,369,1227,146,501,59,270,75,4
martipe02,477,434,190,3,3,0,63,15,43,0,18,0,6,2,0
martira02,305,596,200,2,1,0,68,7,91,0,33,1,12,1,0
martira03,798,1952,267,31,15,14,38,170,512,10,242,29,98,10,1
martiru01,1292,4441,838,29,75,42,10,592,1141,97,617,142,214,9,3
martisa01,218,564,147,3,6,0,1,37,130,1,51,6,32,4,0
martist01,722,2237,185,0,8,0,46,190,599,36,183,16,112,24,2
martite01,657,1480,213,6,8,12,25,55,355,29,108,7,50,16,1
martiti02,2023,7111,1069,80,59,102,14,780,1925,27,1271,339,365,21,4
martivi01,1579,5885,689,74,42,104,0,612,1776,7,991,200,364,3,4
martyjo01,538,1832,187,0,10,0,39,142,478,14,222,44,78,22,1
marzajo01,301,794,138,6,18,1,14,39,191,0,72,11,45,2,0
mashocl01,241,419,102,6,0,4,16,43,87,11,47,8,15,1,0
mashoda01,185,482,135,2,9,1,9,75,120,10,41,8,23,3,0
masiph01,1229,3468,311,0,10,0,58,410,917,45,417,47,164,31,2
maskrle01,418,1601,0,0,6,0,0,61,360,4,94,2,52,26,1
masondo01,336,696,80,1,0,0,12,70,143,8,27,3,16,3,1
masonji01,634,1584,316,14,1,2,33,124,322,2,114,12,53,12,1
mastewa02,402,486,221,0,0,0,34,34,68,1,26,0,9,2,0
matchto01,292,826,148,3,5,8,5,39,178,6,64,4,21,6,0
mateoru01,295,876,189,4,20,3,2,49,219,11,89,21,44,6,1
mathebo01,623,2487,58,0,0,0,0,73,504,8,162,1,47,9,2
mathech01,646,1684,74,0,17,0,69,116,362,20,165,7,50,12,1
matheed01,2391,8537,1487,58,26,107,36,1444,2315,68,1453,512,354,72,4
mathejo02,229,493,112,3,2,4,5,34,108,7,49,14,26,0,0
mathemi01,1305,3877,795,34,45,54,65,266,925,8,443,67,190,9,2
mathene01,306,978,248,3,3,13,4,88,218,8,98,22,39,14,0
mathije01,666,1912,593,21,13,14,48,147,371,9,219,43,79,3,1
matlajo01,362,441,217,1,1,0,41,57,57,0,23,0,3,0,0
matoslu01,508,1605,297,10,28,2,22,108,410,72,140,30,84,9,1
matsuhi01,1236,4442,689,46,21,35,0,547,1253,13,760,175,249,12,3
matsuka01,630,2302,403,16,11,9,47,179,615,102,211,32,124,20,2
matthga01,2033,7147,1125,62,21,46,19,940,2011,183,978,234,319,51,4
matthga02,1281,4103,849,29,18,26,13,454,1056,95,484,108,225,29,3
matthwi02,192,663,32,0,4,0,18,61,188,19,39,1,21,10,0
mattibo01,206,690,60,0,1,0,9,33,161,7,64,0,31,1,0
mattido01,1785,7003,444,96,21,136,13,588,2153,14,1099,222,442,20,4
mattimi01,124,451,29,0,6,0,0,40,92,34,36,1,10,9,0
mattiwa01,169,506,19,0,7,0,30,47,115,18,47,1,15,10,0
matusle01,379,820,168,14,7,9,3,88,192,8,119,30,40,5,1
mauchge01,304,737,82,3,2,0,7,104,176,6,62,5,25,7,0
mauerjo01,1456,5425,772,52,19,127,5,743,1697,48,755,119,343,24,4
maulal01,410,1376,170,0,16,0,3,182,331,44,179,7,45,30,1
mauroca01,167,416,65,0,3,0,0,37,96,6,33,2,9,8,0
maxvida01,1423,3443,538,23,8,49,54,370,748,7,252,6,79,24,2
maxwech01,1133,3245,545,29,22,31,16,484,856,18,532,148,110,26,2
maxweju01,441,1057,371,7,13,3,1,115,233,28,133,41,48,9,1
maybejo01,1620,5447,810,53,55,106,10,881,1379,20,879,255,211,19,4
maybejo02,574,1386,351,5,9,5,0,119,326,15,180,56,83,3,1
maybica01,702,2378,574,11,16,9,15,203,596,116,209,42,100,24,2
mayca01,1165,4120,565,39,45,63,7,512,1127,85,536,90,172,23,3
mayda01,1252,3670,501,18,28,41,25,344,920,60,422,96,130,20,2
mayde01,797,2200,254,19,8,26,3,156,596,30,310,52,103,10,1
mayele01,1288,4048,481,20,19,29,13,282,1109,59,419,94,190,39,3
mayered01,185,752,65,0,12,0,0,36,167,27,101,1,27,9,0
mayerer01,245,453,109,0,1,0,20,28,84,0,28,2,10,7,0
mayja01,410,468,120,0,2,0,29,28,80,0,24,2,10,5,0
mayje01,556,1527,293,13,11,48,8,157,357,1,130,15,63,10,1
mayle01,2071,7609,1570,65,49,85,9,487,2031,39,1244,354,340,31,4
maymi01,1192,3693,361,32,9,65,35,305,971,4,443,77,147,11,2
maynabu01,224,616,53,0,1,0,11,46,136,6,66,14,14,5,0
maynebr01,1279,3614,580,38,21,55,41,370,951,18,403,38,178,8,2
mayoed01,834,3013,175,0,13,0,109,257,759,29,287,26,119,16,2
maypi01,665,2215,121,0,9,0,61,261,610,13,215,4,102,11,1
maysal01,160,537,10,0,4,0,0,33,86,12,46,3,21,7,0
maysca01,502,1085,116,0,4,0,44,66,291,1,110,5,32,21,1
mayswi01,2992,10881,1526,91,44,192,13,1464,3283,338,1903,660,523,140,4
mazerbi01,2163,7755,706,70,20,110,87,447,2016,27,853,138,294,62,4
mazzeme01,207,507,71,0,4,0,10,45,136,2,66,10,22,8,0
mazzile01,1475,4124,627,33,20,41,12,642,1068,197,460,93,191,24,3
mcaleji01,1020,3977,290,0,38,0,34,365,1007,262,469,12,114,39,3
mcallsp01,418,1450,2,0,15,0,37,67,358,32,164,5,38,18,1
mcauldi01,1763,6185,974,30,33,59,32,882,1530,63,697,197,231,71,4
mcavowi01,235,674,87,0,3,0,15,38,134,6,53,1,18,8,0
mcbrial01,403,1589,3,0,26,0,23,132,464,36,179,12,60,26,1
mcbriba01,1071,3853,457,39,40,28,22,248,1153,183,430,63,167,55,3
mcbridi01,240,1192,13,0,0,0,0,17,309,9,178,0,31,2,1
mcbrige01,1659,5526,271,0,64,0,226,419,1203,133,447,7,140,47,3
mcbrito01,408,1186,63,0,1,0,18,93,326,13,141,2,39,16,1
mccanbr01,1380,4823,804,44,53,65,9,498,1293,23,830,225,257,4,3
mccanja01,128,437,99,0,7,0,7,44,95,9,35,5,6,8,0
mccanja02,123,413,92,1,3,0,4,16,109,1,41,7,19,5,0
mccaral01,432,1335,123,0,20,0,60,104,306,23,122,5,34,11,1
mccarda01,632,1493,367,12,14,3,2,126,362,9,175,36,68,8,1
mccarja01,1091,4195,13,0,24,0,153,268,1203,145,474,7,171,66,3
mccarjo03,542,1557,114,0,6,0,19,90,432,8,209,25,72,16,1
mccarle01,532,1479,109,0,11,0,50,102,393,20,137,5,47,20,1
mccarti01,1909,5529,422,64,30,119,35,548,1501,61,645,97,242,57,3
mccarto01,1275,5128,163,0,50,0,24,537,1496,468,735,44,192,53,4
mccaual01,188,677,51,0,12,0,0,99,170,17,78,2,30,16,1
mcclebi01,792,3197,95,0,15,0,0,274,773,132,304,6,129,33,3
mccleha01,344,1162,103,0,5,0,66,68,257,23,98,4,54,8,1
mcclell01,570,1204,165,16,8,7,4,143,294,15,154,35,54,3,1
mcconam01,409,1506,0,0,27,0,45,107,398,72,119,3,30,22,1
mccorba01,989,3645,30,0,25,0,79,280,867,130,417,15,110,42,2
mccorfr01,1534,5723,189,0,27,0,58,399,1711,27,951,128,334,26,4
mccorha01,110,423,28,0,0,0,0,8,86,0,38,1,6,3,0
mccorje01,202,841,0,0,0,0,0,7,220,0,0,0,36,10,1
mccorji01,534,2082,127,0,0,0,0,22,491,10,178,4,66,22,1
mccormi02,748,2325,173,0,3,0,72,188,640,16,215,14,100,29,2
mccormi03,487,738,275,5,1,0,55,40,115,0,39,7,12,1,0
mccormo01,418,1247,22,0,12,0,24,92,356,30,133,6,62,26,1
mccosba01,1170,4172,261,0,10,0,81,497,1301,58,397,24,214,71,3
mccovwi01,2588,8197,1550,70,69,260,5,1345,2211,26,1555,521,353,46,4
mccoybe01,337,1214,122,0,1,0,18,190,327,8,156,16,52,18,1
mccraqu01,998,2462,445,20,9,11,59,229,675,89,244,21,118,32,2
mccrato01,1468,3956,544,26,40,48,42,332,972,143,404,75,150,42,2
mccreto01,799,2951,73,0,10,0,75,308,855,116,386,26,99,76,2
mcculcl01,1098,3121,398,3,20,3,50,265,785,27,339,52,121,28,2
mccurha01,543,1157,108,0,3,0,25,129,326,12,148,9,71,12,1
mccutan01,1037,3865,779,41,52,51,3,543,1151,154,558,151,236,39,3
mcdermi03,443,619,112,1,2,2,8,52,156,1,74,9,29,2,0
mcdonda02,331,764,185,3,5,1,14,68,191,14,83,20,42,5,1
mcdoned02,176,634,130,0,7,0,9,110,155,33,55,3,30,9,0
mcdonja02,286,692,155,3,8,0,14,105,167,33,51,11,27,5,1
mcdonjo03,1100,2434,379,18,23,5,57,118,568,34,210,28,105,14,1
mcdonte01,357,1019,125,0,9,0,21,88,304,34,135,13,45,27,1
mcdougi01,1336,4676,623,27,36,8,97,559,1291,45,576,112,187,51,3
mcdowod01,830,2829,550,17,9,12,23,294,715,169,266,74,125,28,2
mcdowsa01,429,774,306,4,1,0,56,16,119,0,36,2,7,2,0
mcelvpr01,171,502,50,0,4,0,13,36,105,12,56,4,16,4,0
mcewijo01,754,1767,352,15,24,16,44,113,443,33,158,25,89,10,1
mcfared01,894,3007,19,0,18,0,85,254,826,65,383,13,146,49,2
mcfarhe01,352,1278,14,0,17,0,26,175,340,64,167,13,61,28,1
mcganda01,1436,5222,10,0,230,0,166,429,1482,282,727,42,181,100,4
mcgarch01,826,3253,157,0,14,0,23,183,872,267,388,9,116,28,3
mcgeaja01,608,2464,148,0,9,0,0,57,604,164,276,9,106,18,2
mcgeami01,547,2481,60,0,0,0,0,26,684,65,236,0,56,13,2
mcgeewi01,2201,7649,1238,46,15,58,30,448,2254,352,856,79,350,94,4
mcgehca01,820,2706,503,31,7,14,0,246,700,7,379,67,140,6,1
mcghebi01,170,537,36,0,1,0,0,45,146,5,38,1,18,1,0
mcgheed01,196,505,61,1,3,0,7,54,124,11,43,3,14,5,0
mcgilwi01,169,480,79,0,3,0,3,101,97,9,40,0,19,2,0
mcginjo01,477,1297,0,0,11,0,81,34,251,26,90,0,21,10,1
mcginju01,193,732,0,0,1,0,0,16,154,5,33,2,28,8,0
mcgloly01,320,456,103,3,0,0,36,11,79,0,25,0,17,0,0
mcgowbe01,375,1208,122,0,5,0,58,154,316,17,108,6,58,16,1
mcgrajo01,1099,3924,74,0,134,0,32,836,1309,436,462,13,121,70,4
mcgrifr01,2460,8757,1882,71,39,171,2,1305,2490,72,1550,493,441,24,4
mcguide01,1781,6290,214,0,84,0,43,515,1748,117,840,45,300,79,4
mcguiry01,368,631,144,4,0,1,7,88,133,3,55,7,34,4,0
mcgwima01,1874,6187,1596,78,75,150,3,1317,1626,12,1414,583,252,6,4
mchenau01,543,1959,229,0,6,0,56,117,592,35,286,34,105,39,1
mcinnst01,2128,7822,189,0,38,0,383,380,2405,172,1063,20,312,101,4
mcintha01,257,615,24,0,4,0,17,29,134,2,40,2,23,6,0
mcintma01,1072,3958,0,0,28,0,87,439,1066,120,319,4,140,69,3
mcjamdo01,178,537,19,0,0,0,4,17,87,5,39,0,13,4,0
mckayda01,645,1928,337,12,17,2,43,86,441,20,170,21,70,15,1
mckeaed01,1654,6890,157,0,39,0,46,635,2083,323,1124,66,272,158,4
mckecbi01,846,2843,199,0,15,0,132,190,713,127,240,8,86,33,2
mckeere01,189,433,64,0,2,0,20,54,110,9,49,2,10,7,0
mckenmi01,308,838,234,6,8,4,6,93,200,2,103,29,48,3,0
mckeola01,125,455,2,0,0,0,0,1,92,0,17,0,13,5,0
mckinal01,386,1572,125,0,0,0,0,45,465,16,219,14,82,29,1
mckinri01,341,886,124,9,3,1,4,77,199,4,100,20,28,2,0
mcknije01,218,404,76,3,2,0,6,28,94,1,34,5,10,2,0
mclaide01,285,616,244,4,0,0,64,25,82,1,31,1,5,2,0
mclauba01,178,696,27,0,3,0,0,67,169,15,66,3,23,7,0
mclaufr01,107,426,11,0,0,0,0,18,97,0,4,5,21,4,0
mclauto01,340,1183,6,0,12,0,0,75,227,16,81,2,28,19,1
mcleala01,862,2647,79,0,9,0,41,136,694,20,298,6,90,26,1
mclemma01,1832,6192,983,52,15,29,105,875,1602,272,615,53,255,47,4
mclisca01,368,490,196,2,0,0,27,45,73,1,30,3,9,2,0
mclouna01,1045,3257,639,19,59,23,36,366,803,133,333,101,191,19,3
mcmahsa01,325,1128,113,0,9,0,1,45,230,17,115,3,21,9,1
mcmanma01,1831,6660,558,0,30,0,198,675,1926,126,999,120,401,88,4
mcmilbi01,269,601,140,10,6,2,2,64,149,4,93,16,35,3,0
mcmilno01,413,1356,133,0,10,0,37,95,353,36,147,6,74,16,1
mcmilro01,2093,6752,711,39,57,47,140,665,1639,41,594,68,253,35,4
mcmilto01,297,991,33,0,7,0,35,81,207,45,54,0,21,4,0
mcmulfr01,304,914,105,0,15,0,61,91,234,30,70,1,21,9,1
mcmuljo01,244,1082,40,0,0,0,0,40,308,38,137,4,32,13,1
mcmulke01,1583,5131,815,38,17,47,34,510,1273,20,606,156,172,26,3
mcnaier01,1251,4519,328,0,25,0,64,261,1240,59,633,82,229,29,3
mcnalda01,425,731,340,1,0,0,58,58,97,0,43,9,23,0,0
mcnalmi01,492,1078,97,0,2,0,71,92,257,40,85,1,16,6,1
mcneeea01,683,2254,187,0,29,0,72,183,614,69,213,4,107,33,2
mcnerje01,590,1423,199,14,11,19,38,119,337,3,163,27,51,6,1
mcnulpa01,308,820,62,0,3,0,28,98,238,22,84,6,36,9,1
mcphebi01,2135,8291,229,0,87,0,50,981,2250,568,1067,53,303,188,4
mcquemo01,417,1581,92,0,9,0,0,123,429,33,160,13,73,18,1
mcquige01,273,469,85,0,3,0,39,34,55,2,20,0,6,1,0
mcquige02,1550,5747,634,0,8,0,130,712,1588,32,794,135,315,64,4
mcquigl01,210,643,49,0,1,0,8,34,176,1,75,4,24,16,0
mcquihu01,301,527,134,0,4,0,31,15,103,1,37,2,18,6,0
mcraebr01,1354,5114,824,32,57,20,46,488,1336,196,532,103,264,58,4
mcraeha01,2084,7218,779,85,79,69,28,648,2091,109,1097,191,484,66,4
mcreyke01,1502,5423,707,66,14,67,14,522,1439,93,807,211,284,35,4
mctamji01,813,3102,158,0,45,0,0,535,794,255,334,19,135,58,3
mcveyca01,530,2513,51,0,0,0,0,30,869,25,448,11,132,44,3
mcwilla01,380,446,193,1,2,0,54,12,60,1,15,0,6,2,0
meachbo01,457,1371,276,15,20,1,45,140,324,58,114,8,58,8,1
meadole01,498,1117,272,0,6,0,43,34,201,0,75,5,21,10,0
mearepa01,982,3287,588,34,57,11,32,150,849,43,382,58,157,24,2
medwijo01,1984,7635,551,0,26,0,44,437,2471,42,1383,205,540,113,4
meekijo01,339,1098,87,0,2,0,0,69,267,16,131,15,30,24,1
mejiaro01,627,1768,238,12,17,13,19,89,449,22,202,54,57,12,1
mejiaro02,133,411,118,4,2,3,5,28,90,7,40,10,24,6,0
melenlu01,641,1477,175,9,2,7,19,109,366,18,122,9,50,13,1
melesa01,1046,3437,342,9,10,0,29,311,916,15,544,80,168,39,2
melhuad01,311,735,193,3,2,2,2,57,172,1,98,24,40,1,0
melilsk01,1377,5063,306,0,12,0,134,327,1316,69,548,22,210,64,3
meloapa01,130,431,0,0,8,0,16,32,109,11,38,3,17,8,0
meltobi01,1144,3971,669,43,44,29,20,479,1004,23,591,160,162,9,2
meltocl01,272,469,108,0,0,0,51,20,77,0,32,0,4,2,0
melusmi01,155,414,89,5,5,11,1,68,117,2,75,15,24,0,0
melvibo01,692,1955,396,20,1,10,21,98,456,4,212,35,85,6,1
menchke01,729,2362,335,23,27,15,2,183,632,12,331,89,150,14,2
mendoma01,686,1337,219,12,6,4,49,52,287,12,101,4,33,9,1
menecfr01,450,1257,279,10,35,2,8,200,302,3,149,36,58,7,1
menefjo01,221,685,15,0,19,0,25,52,152,14,57,0,16,7,0
menkede01,1598,5071,853,65,46,73,54,698,1270,34,606,101,225,40,3
menosmi01,810,2465,290,0,40,0,79,295,685,90,252,18,98,38,2
meoliru01,310,626,88,5,0,2,9,69,133,10,40,2,20,4,0
mercaor01,253,562,82,4,5,3,4,42,112,4,45,7,17,4,0
mercejo03,410,1295,238,10,11,25,14,88,333,10,121,24,75,5,1
merceor01,1391,3998,661,30,12,53,3,487,1108,57,585,103,229,28,3
mercewi01,565,1768,70,0,17,0,35,141,505,88,197,7,39,23,1
merklfr01,1638,5782,583,0,44,0,146,454,1580,272,733,61,290,82,4
merlolo01,423,1085,213,13,17,5,20,88,294,9,125,14,67,7,1
merribi01,400,1410,71,0,7,0,23,109,383,21,195,8,40,12,1
merrill01,455,1202,124,4,6,0,8,126,291,20,117,12,64,12,1
mersoja01,125,452,45,0,1,0,4,23,116,1,52,6,22,4,0
mertesa01,1190,4405,10,0,33,0,139,422,1227,396,721,40,188,108,3
merulle01,639,2071,174,0,12,0,45,136,497,38,152,6,92,8,1
merulma01,223,496,69,9,4,1,6,32,116,0,59,7,17,2,0
mesnest01,451,1574,69,0,5,0,42,121,397,11,167,2,67,6,1
mesorde01,312,967,216,9,14,13,0,90,234,3,144,41,50,1,1
messean01,353,729,212,4,1,0,46,46,124,1,54,5,30,0,0
methebu01,376,1390,122,0,6,0,35,149,344,12,156,31,52,5,1
metkoca01,1055,3585,359,3,22,0,38,307,934,61,373,47,167,36,2
metzgro01,1219,4201,449,22,8,34,90,355,972,83,254,5,101,71,2
metzlal01,560,1968,144,0,18,0,52,260,561,46,207,9,85,41,1
meulehe01,182,496,165,3,7,1,1,42,109,4,53,15,17,2,0
meusebo01,1407,5475,619,0,21,0,157,375,1693,142,1068,156,368,95,4
